array_size_random-3.csvl_Attempts;Partial_Failures;Partial Failure_Rate;Attempts;Failures;Failure_Rate"
3;1;39828;39770;99.8544;10000;9942;99.42
3;1000;40000;40000;100;10000;10000;100
3;2000;39843;39790;99.867;10000;9947;99.47
3;3000;40000;40000;100;10000;10000;100
3;4000;40000;40000;100;10000;10000;100
3;5000;40000;40000;100;10000;10000;100
3;6000;40000;40000;100;10000;10000;100
3;7000;40000;40000;100;10000;10000;100
3;8000;40000;40000;100;10000;10000;100
3;9000;40000;40000;100;10000;10000;100
3;10000;40000;40000;100;10000;10000;100
