array_size_random-0.csvl_Attempts;Partial_Failures;Partial Failure_Rate;Attempts;Failures;Failure_Rate"
0;1;10000;10000;100;10000;10000;100
0;1000;10000;10000;100;10000;10000;100
0;2000;10000;10000;100;10000;10000;100
0;3000;10000;10000;100;10000;10000;100
0;4000;10000;10000;100;10000;10000;100
0;5000;10000;10000;100;10000;10000;100
0;6000;10000;10000;100;10000;10000;100
0;7000;10000;10000;100;10000;10000;100
0;8000;10000;10000;100;10000;10000;100
0;9000;10000;10000;100;10000;10000;100
0;10000;10000;10000;100;10000;10000;100
